files,sents,target
IPv6 环境 下 校园网 接入 认证 系统 设计 实现,基于 应用层 介入 控制 实现 手段 灵活 方法 多样,0
IPv6 环境 下 校园网 接入 认证 系统 设计 实现,软件 应用层 角度 采用 C S 架构 实现 计算机用户 管理 控制 有效 防止 非法 用户 进入 计算机系统 访问 网络资源 应 消防 要求 附带 计费 功能 减轻 公共 计算机网络 资源 管理负担,0
IPv6 环境 下 校园网 接入 认证 系统 设计 实现,3 详细 研究 分析 基于 数据链路层 802.1 协议 针对 现有 可控 数据链路层 接入 技术 控制 硬件 成本 管理成本 前提 下 利用 802.1 协议 结合 PVLAN 技术设计 实现 不同 类型 用户 接入 可控 交互 认证 给出 完整 解决方案 实例,0
IPv6 环境 下 校园网 接入 认证 系统 设计 实现,论文 正是 针对 上述 因素 IPv6 环境 局域网 安全 接入 主要 研究 对象 深入分析 现有 IPv6 网络安全 接入 技术 基础 上 安全 接入 技术 实现 问题 作 探索性 研究 实践,1
IT 风险管理系统 设计 实现,国际 IT 治理 五个 领域 IT 价值 紧密 相关 绩效 测评 风险管理 资源管理 价值 交付 战略 一致,0
IT 风险管理系统 设计 实现,价值 交付 风险管理 属于 收益 方面 内容 IT 价值 直接,0
IT 风险管理系统 设计 实现,IT 风险管理 指 实现 业务 战略目标 规划 组织 开发 实施 运行 维护 监控 评价 过程 执行 IT 风险管理 建立健全 IT 风险 管理体系 包括 IT 风险管理 组织 职能 体系 控制系统 管理策略,0
IT 风险管理系统 设计 实现,IT 风险 管理体系 实现 风险管理 总体目标 提供 合理 保证 前提 方法,0
IT 风险管理系统 设计 实现,做好 IT 风险管理 哪些方面 去 识别 风险 去 识别 风险 去 做 IT 风险评估 进行 事件 发生 可能性 后果 分析 都 需要 相应 手段 工具,0
IT 风险管理系统 设计 实现,才 能够 IT基础 做到 有效 治理 实现 战略价值,0
IT 风险管理系统 设计 实现,设计 目标 软件工程 方式 建设 IT 风险管理系统,0
IT 风险管理系统 设计 实现,风险 识别 风险评估 风险 应对 工作 过程 国内 企业 最 常 使用 IT 风险管理 方法 调研 结合 国际 IT 风险管理 最佳实践 相关 行业标准 框架 学习 针对 国内 企业 实际 情况 进行 IT 风险管理 模型 完整 设计 完成 IT 风险管理 识别 评估 应对 一系列 过程 实现,0
IT 风险管理系统 设计 实现,系统 MVC框架 为基础 MicrosoftSQLServer 后台 数据库 Bootstrp 构建 WEB前端 框架 使用 VisualStudio 进行 集成 设计 开发 B S 软件构架 体系,0
IT 风险管理系统 设计 实现,IT 风险 识别 评估 监控 处置 一系列 风险管理 活动 提供 便捷 工具 技术手段,0
IT 风险管理系统 设计 实现,系统 实现 价值 成熟 管理框架 之下 更加 贴近 企业 业务 角度 企业 风险管理 提供 一种 IT 风险管理 视角 管理工具 便于 IT 风险管理 工作 落实 突破 IT 部门 业务部门 之间 信息 壁垒 使 企业 最 有效 利用 有限 资源 减少 负 偏离 风险 情况 保障 企业 战略目标 实现,1
NVM 存储 策略研究 实现,新型 非 易失性存储器 NVM 非易 失性 空闲 能耗 极低 高 读写 速度 优点 吸引 世界各地 学者 研究,0
NVM 存储 策略研究 实现,NVM 存在 一些 缺点 写入 能耗 高于 DRAM 写入 次数 限制,0
NVM 存储 策略研究 实现,NVM 写入 一定 次数 以后 会 永久 损坏,0
NVM 存储 策略研究 实现,发挥 NVM 优点 克服 缺点 NVM 应用 实际 应用 系统,0
NVM 存储 策略研究 实现,VSDA 分析 汽车 电子系统 数据 共有 变化 特征 汽车 行驶 阶段 划分 三个 阶段 分别 应用 不同 管理 方案 降低 系统对 NVM 写 操作 磨损,0
NVM 存储 策略研究 实现,实验 表明 VSDA 运行 时间较长 数据 变化 稳定 场景 下 能够 有效 降低 NVM 写 损耗,0
NVM 存储 策略研究 实现,VDDM 分析 数据 采样频率 变化 频率 数据 变化 进行 简单 预测 数据 进行 动态 管理,0
NVM 存储 策略研究 实现,实验 表明 对比 方法 相比 VDDM 减少 72.94 ％ 96.5 ％ NVM 总 写 操作 能够 有效 延长 NVM 寿命,0
NVM 存储 策略研究 实现,实验 表明 对比 方法 相比 VDM 能够 使 内存 写入 7.9 16.8 倍 有效 延长 NVM 寿命,0
NVM 存储 策略研究 实现,实验 表明 BPADM 对比 方法 相比 正常 模式 下能 降低 36 ％ 82 ％ 能耗 睡眠 模式 下能 降低 25 ％ 66 ％ 能耗,0
NVM 存储 策略研究 实现,本文 展开 如下 研究 工作 1. NVM 应用 汽车电子 领域 本文 提出 一种 静态数据 管理策略 VSDA （ Vehicle Static Data Allocation ）,0
NVM 存储 策略研究 实现,2. 针对 静态数据 管理策略 需要 人为 数据 进行分类 数据 变化 不 平稳 情况 下 VSDA 存在 一些 局限 本文 随后 VSD A算法 基础 上 提出 一种 动态数据 管理策略 VDDM （ Vehicle Dynamic Data Management ）,0
NVM 存储 策略研究 实现,3. 优化 VDDM 页面 写入 不均 可能 导致 NVM 提前 损坏 本文 优化 VDDM 策略 提出 支撑 汽车 ECU 数据管理 策略 容错 感知 磨损 均衡 机制 VDM （ Vehicle Date Management ） 加入 磨损 均衡 机制 VSWL （ Vehicle Specific Wear Leveling ） 容错 感知 机制 VFT （ Vehicle Fa ul Tolerance ）,0
NVM 存储 策略研究 实现,4. NVM 应用 汽车电子 上 还 应用 消费 电子 中来 优化 系统 能耗 问题,0
NVM 存储 策略研究 实现,针对 智能 手环 本文 分析 NVM DRAM 读写 能耗 进行 建模 定义 给出 读写 能耗 迁移 能耗 成本 数学 描述 提出 一种 能耗 感知 智能 手环 数据管理 策略 BPADM （ Bracelet Power Aware Data Management ）,1
OA 协同 网络 办公 管理 平台 设计 实现,伴随 科学技术 发展 尤其 信息技术 发展 世界 每天 都 发生 巨大 变化 企业 面对 竞争 更加 激烈 优胜劣汰 适者生存 每个 企业 都 不断 进行 内部 改革 不断 去 创新 进取 产品 研发 产品 经营 模式 公司 人员 安排 调整 改变 增强 核心 竞争力,0
OA 协同 网络 办公 管理 平台 设计 实现,更好 整合资源 提高 企业 办公 系统化 自动化 规范化 更好 管理 企业 提高 中小型 企业 办公 效率 减少 投资成本 公司 开发 OA 协同 网络 办公 管理 平台,0
OA 协同 网络 办公 管理 平台 设计 实现,OA 协同 网络 办公 管理 平台 struts hibernate spring框架 平台 实现 企业 要求 使用 java javascript jsp easyui mysql数据库 知识 完成 办公 软件系统 使用 B S 架构 完成 设计,0
OA 协同 网络 办公 管理 平台 设计 实现,最终 软件开发 需求分析 设计 测试 流程 实现 OA 协同 网络 办公 管理 平台 完整 功能 系统 拥有 良好 可视化 界面 快速 运行 效果 稳定性 强 符合 用户需求,0
OA 协同 网络 办公 管理 平台 设计 实现,最终 完成 系统 主要 四种 不同 角色 登陆 系统 后 执行 不同 操作 完成 功能 主要 四大 子系统 分别 针对 销售 中心 研发 中心 管理中心 系统 中心 提供 方便快捷 平台 大大提高 办公 水平,0
OA 协同 网络 办公 管理 平台 设计 实现,使用 一些 框架 特效 技术 AJAX JQuery CSS 技术 实现 页面 动态 灵活性 效果 提高 数据 加载 效率 增强 页面 可视化 效果 可维护性 ； 本文 当前 流行 Web架构 进行 重构 优化 采用 MVC设计模式 业务逻辑 数据处理 相分离 使 更加 适于 基于 工作流 办公自动化系统 架构模式 ； 最后 需求分析 基础 上 对系统 进行 设计 抽象 应用 系统 加以 实现 系统 开发环境 MyEclipse8 .5,1
OFDM 短波通信 应用研究,短波通信 现代 通信 一直 占据 重要 地位 远距离 无线通信 重要 手段 通信 速率 效率 长期以来 都 广受 人们 关注 问题,0
OFDM 短波通信 应用研究,受到 带宽 小 信道 复杂多变 限制 出现 各种各样 新型 调制 传输技术 短波通信 速率 提高 问题 仍然 没有 从根本上 得到 改变,0
OFDM 短波通信 应用研究,OFDM 一种 新型 载波 调制 技术 有效 利用 有限 频段 提高 频谱 利用率 增加 系统 信息 传输速率 ； 大大降低 系统对 均衡 要求,0
OFDM 短波通信 应用研究,OFDM 出现 促进 通信技术 发展 使 短波通信 面临 新 机遇 挑战,0
OFDM 短波通信 应用研究,OFDM 应用 短波通信 减少 带宽 短波通信 速率 限制 降低 径 信道 特性 对系统 影响 提高 信息 传输速率,0
OFDM 短波通信 应用研究,OFDM 短波通信 应用 具有 相当 大 吸引力,0
OFDM 短波通信 应用研究,文中 简要 介绍 短波 OFDM 通信系统 研究 背景 研究 短波 OFDM 系统 理论 实践 重点 分析 短波 OFDM 系统 主要 技术细节 包括 短波 信道 模型 构建 发射机 接收机 射频 部分 实现,0
OFDM 短波通信 应用研究,随后 理论 仿真 相接 合 方式 重点 分析 短波 OFDM 系统 实现 过程 两个 关键技术 同步 技术 和峰平 消减 技术,0
OFDM 短波通信 应用研究,本文 主要 使用 大规模 数字 信号处理器 实现 短波 OFDM 基带 部分 理论 方法 进行 研究,0
OFDM 短波通信 应用研究,峰平 消减 方面 几种 常用 方法 进行 比较 采用 便于 实现 削波 滤波 方法 效果 进行 仿真 说明,0
OFDM 短波通信 应用研究,最后 重点 介绍 短波 OFDM 基带 部分 DSP 实现 细节,0
OFDM 短波通信 应用研究,同步 技术方面 针对 分组 检测 判决 变量 大小 不 确定 问题 延时 相关 算法 进行 部分 改进 ； 完全 时域 方法 完成 OFDM 符号 检测 频率误差 估计 降低 实现 复杂度,1
OFDM 短波通信 应用研究,短波 信道 参数 设定 逐步 分析 短波 OFDM 基带 部分 实现 过程 需要考虑 纠错编码 IFFT FFT 实现 同步方法 削波 滤波 方法 具体 实现 过程 性能 进行 仿真,1
PCB 刀具 磨床 数控系统 设计 实现,当前 数控系统 研究 已经 经历 封闭式 开放式 结构 发展 过程,0
PCB 刀具 磨床 数控系统 设计 实现,市场需求 总是 不断更新 跟上 市场需求 步伐 进行 开放式 数控系统 需求 二次开发 目前 开发应用 数控技术 一个 重点,0
PCB 刀具 磨床 数控系统 设计 实现,二次开发 实现 知识产权 自主化 PCB 刀具 磨床 专用 数控 功能模块 集成 数控系统 去 必须 进行 利用 现有 数控系统 进行 二次开发,0
PCB 刀具 磨床 数控系统 设计 实现,厦门 金鹭 特种合金 有限公司 PCB 生产 车间 得到 应有 生产 PCB 刀具 圆度 误差 小于 1 um 跳动 误差 小于 5 um 螺旋角 误差 小于 0.5 ° 沟长 误差 小于 10 um,0
PCB 刀具 磨床 数控系统 设计 实现,设计 对象 开发 背景 国内外 磨床 行业 产品 发展 现状 分析 得出 项目 需要 解决 主要 开发 问题 应该 达到 设计目标,0
PCB 刀具 磨床 数控系统 设计 实现,采用 结构化分析 （ SA ） 方法 数控系统 进行 需求分析 采用 结构化设计 （ SD ） 编程方法 HMI 操作 PLC 逻辑控制 NCI 运动控制 功能模块 进行 系统设计 代码实现 实现 PCB 刀具 磨床 数控系统,0
PCB 刀具 磨床 数控系统 设计 实现,TwinCATNCI PL C程序 CN C程序 实现 数控磨床 逻辑控制 插补 曲线 机械手 自动 料 运动控制 BECKHOFF 开放式 实时 以太网 EtherCAT I O 模块 全 数字 伺服 通讯 完成 数控磨床 实际 动作 结合 机械 部分 进行 整个 磨床 数控系统 运行 刀具 加工,0
PCB 刀具 磨床 数控系统 设计 实现,数控系统 PCB 磨床 特有 功能模块 集成 BECKHOFF 数控系统 WindowsXP 环境 下 运行 易于 操作,0
PCB 刀具 磨床 数控系统 设计 实现,使 数控系统 通用性 可移植性 得到 增强 有利于 系统 后期 使用 功能 扩展 数控系统 软件 采用 模块化 结构设计,0
PCB 刀具 磨床 数控系统 设计 实现,达到 国际 先进 水平 具有 较高 精度 生产效率 较好 刀具 加工 稳定性,0
PCB 刀具 磨床 数控系统 设计 实现,课题 选取 一种 工业 PC机 为基础 德国 BECKHOFF 公司 Soft 型 开放式 数控系统 TwinCATNCI 控制 开发平台 加拿大 Dragonfly 软件 服务平台 嵌入 VisualBasic6 .0 开发 VBScript 实现 人机 操作界面 PCB 五轴三 联动 刀具 数控磨床 设计 对象,1
Rootkit Anti Rootkit 软件 设计 实现,windows 目前 主流 PC （ 个人电脑 ） 普及 windows操作系统 研究 发展 已经 深入 生活 方方面面 特别 windows 核心部件 研究 一个 安全 手段 ； 当然 研究 一把 双刃剑 摧毁 一台 电脑,0
Rootkit Anti Rootkit 软件 设计 实现,针对 两 方面 主要 rootkit anti rootkit,0
Rootkit Anti Rootkit 软件 设计 实现,达到 不可告人 目的 rootkit 一个 攻击者 会 各方 面对 进行 隐蔽 需要 发起 攻击 达到 目的 窃取 商业 机密 摧毁 电脑 ； anti rootkit rootkit 诞生 诞生 目的 很 明确 揪出 所有 隐藏 电脑 rootkit 还给 主人 一个 安全 环境,0
Rootkit Anti Rootkit 软件 设计 实现,Rootkit anti rootkit 一种 对抗 关系 对系统 更 深入研究 会 愈演愈烈,0
Rootkit Anti Rootkit 软件 设计 实现,操作系统 入侵 层次 划分 Rootkit 分为 用户 级 Rootkit 内核 级 Rootkit,0
Rootkit Anti Rootkit 软件 设计 实现,比较而言 用户 级 Rootkit 工作 操作系统 应用层 具有 轻便 通用性 强 优点 ； 内核 级 Rootkit 直接 攻击 操作系统 内核 危害 更 大 功能 更 强大 更 难以 检测 工作 需要 环 0 权限 兼容性 较差,0
Rootkit Anti Rootkit 软件 设计 实现,针对 两种 Rootkit 本文 阐述 Rootkit 相关 技术原理 包括 用户 级 Rootkit 内核 级 Rootkit 描述 常规 Rootkit 手段,0
Rootkit Anti Rootkit 软件 设计 实现,包括 IATHOOK EATHOOK IDT 表 修改 IRP 处理 例程 HOOK 经典 SSDTHOOK 此基础 上 介绍 几种 更加 新颖 Rootkit 技术手段,0
Rootkit Anti Rootkit 软件 设计 实现,Rootkit 技术手段 分析 介绍 几种 常规 Anti Rootkit 方法 针对 新 Rootkit 方法 进行 Anti Rootkit,0
Rootkit Anti Rootkit 软件 设计 实现,采用 新 Rootkit 方法 当前 世面 上 Anti Rootkit 软件 进行 验证 弥补 安全软件 不足之处 开发 出新 Anti Rootkit 软件 以此 提高 系统 安全性,1
Rootkit Anti Rootkit 软件 设计 实现,最后 本文 文中 提及 Rootkit 方法 Anti Rootkit 方法 分别 编写 一款 软件 进行 验证,1
web 舆情 信息 自动化 采集 系统 设计 实现,舆情 群众 社会 存在 事件 观点 态度 集合 政府 维护 社会 稳定 了解 社会存在 问题 提高 政府 公信力 积极 作用,0
web 舆情 信息 自动化 采集 系统 设计 实现,舆情 对公司 准确 及时 掌握 客户 对公司 产品 服务 看法 建议 提升 产品 服务 质量 增强 公司 综合 竞争力 深远 战略意义,0
web 舆情 信息 自动化 采集 系统 设计 实现,Web2 .0 兴起 Web 舆情 信息 自动化 采集 带来 重大 发展机遇 采集 技术 提出 新 挑战,0
